"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
12870,1646880879645x887532873108208800,"Bo Jackson",PSA,47469999,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12885,1646880879645x887532873108208800,"Bo Jackson",PSA,47470001,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12882,1646880879645x887532873108208800,"Bo Jackson",PSA,47470003,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12874,1646880879645x887532873108208800,"Bo Jackson",PSA,47470004,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12884,1646880879645x887532873108208800,"Bo Jackson",PSA,47470005,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12867,1646880879645x887532873108208800,"Bo Jackson",PSA,47470008,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12866,1646880879645x887532873108208800,"Bo Jackson",PSA,47470015,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12879,1646880879645x887532873108208800,"Bo Jackson",PSA,47470016,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12880,1646880879645x887532873108208800,"Bo Jackson",PSA,47470019,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12878,1646880879645x887532873108208800,"Bo Jackson",PSA,47470022,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12869,1646880879645x887532873108208800,"Bo Jackson",PSA,47470028,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12868,1646880879645x887532873108208800,"Bo Jackson",PSA,47470030,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12881,1646880879645x887532873108208800,"Bo Jackson",PSA,47470039,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
12872,1646880879645x887532873108208800,"Bo Jackson",PSA,47470040,1987,Donruss,35,Base,"PSA 9",Baseball,32.00
10384,,"Dustin May",SGC,4756711,2020,"Topps Finest",FA-DM,"Red Refractor Auto /5","SGC 10/10","Baseball ",
10696,1596347910159x830338393431081000,"Josh Jacobs",PSA,47709089,2019,"Panini Prizm",323,Base,"PSA 10",Football,27.00
10697,1596347910159x830338393431081000,"Josh Jacobs",PSA,47709090,2019,"Panini Prizm",323,Base,"PSA 10",Football,27.00
10695,1596347910159x830338393431081000,"Josh Jacobs",PSA,47709091,2019,"Panini Prizm",323,Base,"PSA 10",Football,27.00
10698,1596347910159x830338393431081000,"Josh Jacobs",PSA,47709092,2019,"Panini Prizm",323,Base,"PSA 10",Football,27.00
10699,1596347910159x830338393431081000,"Josh Jacobs",PSA,47709093,2019,"Panini Prizm",323,Base,"PSA 10",Football,27.00
12497,1633967337839x664748131994872000,"Troy Aikman",PSA,47756533,1989,"Pro Set",490,Base,"PSA 9",Football,20.00
12529,1633967337839x664748131994872000,"Troy Aikman",PSA,47756536,1989,"Pro Set",490,Base,"PSA 9",Football,20.00
12498,1633967337839x664748131994872000,"Troy Aikman",PSA,47756537,1989,"Pro Set",490,Base,"PSA 9",Football,20.00
12499,1633967337839x664748131994872000,"Troy Aikman",PSA,47756540,1989,"Pro Set",490,Base,"PSA 9",Football,20.00
12500,1633967337839x664748131994872000,"Troy Aikman",PSA,47756544,1989,"Pro Set",490,Base,"PSA 9",Football,20.00
12501,1633967337839x664748131994872000,"Troy Aikman",PSA,47756568,1989,"Pro Set",490,Base,"PSA 9",Football,20.00
12502,1633967337839x664748131994872000,"Troy Aikman",PSA,47756572,1989,"Pro Set",490,Base,"PSA 9",Football,20.00
13036,1650998424877x649308080942088200,"Tiger Woods",PSA,47831633,2001,"Upper Deck Golf",124,Base,"PSA 10",Golf,119.00
13037,1650998424877x649308080942088200,"Tiger Woods",PSA,47831636,2001,"Upper Deck Golf",124,Base,"PSA 10",Golf,119.00
13035,1650998424877x649308080942088200,"Tiger Woods",PSA,47831639,2001,"Upper Deck Golf",124,Base,"PSA 10",Golf,119.00
10035,1587049225576x502774367412027400,"Brandon Ingram",PSA,47857537,2016,Prizm,131,Base,"PSA 10","Basketball ",58.11
12470,1594510162693x714967933187522600,"Gavin Lux",PSA,47951169,2020,Topps,292,Base,"PSA 10",Baseball,9.50
10003,1593645352663x843722485999337500,"Zion Williamson",PSA,48040593,2019,Mosaic,209,"Camo Pink","PSA 10","Basketball ",87.00
11728,,"Yordan Alvarez",PSA,48051947,2020,Topps,,63,"PSA 10",baseball,
11727,,"Yordan Alvarez",PSA,48051948,2020,Topps,,63,"PSA 10",baseball,
11691,,"Vlad Guerrero",PSA,48051972,2018,Bowman,"Trending Chrome",VG,"PSA 10",baseball,
11729,,"Vlad Guerrero",PSA,48051973,2019,"Bowman's Best",,26,"PSA 10",baseball,
11690,,"Vlad Guerrero",PSA,48051978,2020,"Topps Silver Pack",,42,"PSA 10",baseball,
11689,,"Vlad Guerrero",PSA,48051979,2019,"Bowman Platinum",,TOP-1,"PSA 10",baseball,
11693,1643257700090x769674538125361200,"Rafael Devers",PSA,48051982,2018,Topps,18,"Base - Batting","PSA 10",baseball,35.99
11723,,"Luis Robert",PSA,48051989,2018,"Bowman Draft",Chrome,BDC188,"PSA 10",baseball,
11721,,"Luis Robert",PSA,48051994,2018,Bowman,"Paper Prospects",BP21,"PSA 9",baseball,
11720,,"Luis Robert",PSA,48051995,2018,Bowman,"Paper Prospects",BP21,"PSA 9",baseball,
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11731,,"Keston Huira",PSA,48052000,2019,"Topps Gallery","Artist Proof",53,"PSA 10",baseball,
11726,1651195990381x661485872190062600,"Pete Alonso",PSA,48052015,2019,"Topps Chrome",86,Base,"PSA 10",baseball,36.00
10691,1628443333418x246717081738543100,"Patrick Mahomes II",PSA,48052083,2019,"Panini Contenders",39,Base,"PSA 10",Football,34.00
13455,1587245456890x709596395824742400,"Scottie Pippen",SGC,4811657,1988,Fleer,20,Base,"SGC 7.5",,15.50
10709,1585892029604x723586526067556400,"Zion Williamson",PSA,48236450,2019,"Panini Prizm",248,Base,"PSA 10","Basketball ",197.00
11950,1620844540888x948487942002463600,"Michael Jordan",PSA,48365022,1991,"Upper Deck",44,Base,"PSA 9",basketball,27.50
11949,1620844540888x948487942002463600,"Michael Jordan",PSA,48365025,1991,"Upper Deck",44,Base,"PSA 9",basketball,27.50
10043,1585927856600x724268501592440800,"Luka Doncic",PSA,48419448,2018,Prizm,280,Base,"PSA 9","Basketball ",149.25
10732,,"Kyler Murray",PSA,48461418,2019,"Panini Select",113,"Dragon Scale Prizm 09/88","PSA 9",Football,
12624,1600460501600x741293476551757300,"Michael Jordan",PSA,48466217,1990,Skybox,41,Base,"PSA 9",Basketball,23.70
12633,1600460501600x741293476551757300,"Michael Jordan",PSA,48466218,1990,Skybox,41,Base,"PSA 9",Basketball,23.70
10031,1593382158465x769843178617700400,Giannis,PSA,48488312,2013,Panini,194,Base,"PSA 8","Basketball ",89.00
10546,1644792266284x325969495307926660,"DeAndre Hopkins",PSA,48544532,2013,"Topps Chrome",154,"Camo Refractor","PSA 10",Football,
12732,1594774141914x305185932638683140,"Kobe Bryant",PSA,48604871,1996,Ultra,52,Base,"PSA 8",Basketball,64.00
12589,,"Frank Thomas",PSA,48625000,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12581,,"Frank Thomas",PSA,48625001,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12579,,"Frank Thomas",PSA,48625003,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12580,,"Frank Thomas",PSA,48625004,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12587,,"Frank Thomas",PSA,48625005,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12586,,"Frank Thomas",PSA,48625008,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12584,,"Frank Thomas",PSA,48625009,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12583,,"Frank Thomas",PSA,48625010,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12582,,"Frank Thomas",PSA,48625011,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12567,,"Frank Thomas",PSA,48625012,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12593,,"Frank Thomas",PSA,48625035,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12592,,"Frank Thomas",PSA,48625036,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12591,,"Frank Thomas",PSA,48625037,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12578,,"Frank Thomas",PSA,48625040,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12588,,"Frank Thomas",PSA,48625041,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12680,1649636091392x137217086304813060,"Michael Jordan",PSA,48625492,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12760,1595443345782x880727405742260200,"Barry Sanders",PSA,48625968,1989,"Topps Traded",83T,Base,"PSA 9",Football,26.00
12759,1595443345782x880727405742260200,"Barry Sanders",PSA,48625970,1989,"Topps Traded",83T,Base,"PSA 9",Football,26.00
12758,1595443345782x880727405742260200,"Barry Sanders",PSA,48625971,1989,"Topps Traded",83T,Base,"PSA 9",Football,26.00
10010,1590727984326x208597480660271100,"Zion Williamson",PSA,48637153,2019,Optic,158,Base,"PSA 9","Basketball ",25.42
10501,1585875183682x553108044526911500,"Ja Morant",PSA,48637975,2019,Prizm,249,Base,"PSA 9","Basketball ",53.00
13175,,"Michael Jordan",SGC,4865124,1990,"NBA hoops",12,"Sears Superstars","SGC 9.5",Basketball,
12403,1636772084454x904053934692499500,"Charles Barkley",PSA,48656115,1987,Fleer,6,Base,"PSA 8",Basketball,22.50
10703,1605282036007x840847348673514900,"Terry McLaurin",PSA,48657620,2019,"Panini Prizm",353,Base,"PSA 10",Football,32.88
10500,1615338531628x617396343654842400,"Ja Morant",PSA,48672972,2019,Optic,168,"Hyper Pink","PSA 10","Basketball ",221.00
12165,1618586603766x501084334477125600,"Zion Williamson",PSA,48690802,2019,"Panini Mosaic",269,"Mosaic Camo Pink","PSA 10",basketball,79.50
10498,1644886692605x980041955752657400,"Ja Morant",PSA,48709577,2019,Donruss,202,Infinite,"PSA 10","Basketball ",247.50
13164,1600460493770x426761053613466940,"Michael Jordan",,48727142,1990,Fleer,5,Base,"PSA 8.5",Basketball,13.50
10098,1645057339655x421941955420875200,"RJ Barrett",PSA,48793379,2019,Mosaic,229,"Pink Camo","PSA 10","Basketball ",20.50
11236,1586441550542x418842982643400700,"Lamar Jackson",PSA,48938010,2018,Optic,167,Base,"PSA 8",Football,45.00
10682,,"Lamar Jackson",PSA,48938012,2018,"Panini Donruss Optic",167,,"PSA 9",Football,
10686,1586440104670x177761748501135360,"Lamar Jackson",PSA,48938023,2018,"Panini Prizm",212,Base,"PSA 9",Football,60.99
10688,1586440104670x177761748501135360,"Lamar Jackson",PSA,48938024,2018,"Panini Prizm",212,Base,"PSA 8",Football,28.75
10126,,"Tyler Herro",PSA,48948193,2019,"Prizm DP",79,"Blue Prizm","PSA 9","Basketball ",
11217,1647324606442x680367920789987100,"Dark Blastoise Holo",PSA,48964358,2000,"Pokemon Rocket",3,"1st Edition","PSA 7",Pokemon,122.52
11157,1646795255587x582821997565749600,"PInsir Holo",PSA,48964434,1999,"Pokemon Jungle",9,"1st Edition","PSA 6",Pokemon,50.00
11166,,"Meowth Holo",PSA,48991227,2000,"Pokemon Promo",10,"Game Boy Black Star","PSA 6",Pokemon,
10040,1606147244884x971837136468490100,"Donovan Mitchell",PSA,49049888,2017,Hoops,263,Base,"PSA 10","Basketball ",26.00
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11161,1646795144070x168530281645013820,"Nidoqueen Holo",PSA,49251899,1999,"Pokemon Jungle",7,"1st Edition","PSA 8",Pokemon,75.55
12435,1649643081438x800866830661201300,"DK Metcalf",PSA,49319848,2019,Optic,163,"Orange Scope","PSA 9",Football,
10016,1606147268919x854691516402585700,"Damian Lillard",PSA,49392835,2012,"Hoops ",280,Base,"PSA 10","Basketball ",97.95
13464,1600460492832x567054047182912200,"Michael Jordan",PSA,49397980,1989,Fleer,21,Base,"PSA 8.5",,19.95
11251,,"Shining Charizard",PSA,49503883,2002,"Pokemon Neo",107,,"PSA 9",Pokemon,
11244,1648863082099x443774284470053200,"Vileplume Holo",PSA,49503886,2000,"Pokemon Gym",5,"1st Edition","PSA 9",Pokemon,105.50
12547,1643935627338x201710334837522430,"Troy Aikman",PSA,49526132,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12551,1643935627338x201710334837522430,"Troy Aikman",PSA,49526133,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12552,1643935627338x201710334837522430,"Troy Aikman",PSA,49526134,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12558,1643935627338x201710334837522430,"Troy Aikman",PSA,49526137,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12557,1643935627338x201710334837522430,"Troy Aikman",PSA,49526177,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12554,1643935627338x201710334837522430,"Troy Aikman",PSA,49526222,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12553,1643935627338x201710334837522430,"Troy Aikman",PSA,49526232,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12550,1643935627338x201710334837522430,"Troy Aikman",PSA,49526233,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
10042,1622593098215x491995625558365300,"Jayson Tatum",PSA,49547646,2017,Select,166,"Silver Prizm","PSA 9","Basketball ",284.99
11948,,"Bulls Starting Five",PSA,49653482,1991,Skybox,,337,"PSA 10",basketball,
11947,1620843885154x477629344056845950,"Michael Jordan",PSA,49653503,1991,Skybox,307,Base,"PSA 10",basketball,71.47
10044,1585927856600x724268501592440800,"Luka Doncic",PSA,49664921,2018,Prizm,280,Base,"PSA 9","Basketball ",149.25
10005,1590727984326x208597480660271100,"Zion Williamson",PSA,49716693,2019,Optic,158,Base,"PSA 9","Basketball ",25.42
12163,1593645352663x843722485999337500,"Zion Williamson",PSA,49873129,2019,"Panini Mosaic",209,"Camo Pink","PSA 9",basketball,55.00
12140,1618586615494x300242859687216900,"Zion Williamson",PSA,49873130,2019,Mosaic,269,"Mosaic Reactive Orange","PSA 9",basketball,24.50
11180,1596500441456x747237045750726700,"Bam Adebayo",PSA,49979926,2017,"Optic ",187,Base,"PSA 10","Basketball ",23.50
10054,1644971196848x750067117242587700,"Michael Porter Jr",PSA,50184421,2018,Prizm,32,Green,"PSA 9","Basketball ",33.00
12110,,"Zion Williamson",PSA,50195970,2019,"Panini Optic",,158,"PSA 9",basketball,
13456,1587245456890x709596395824742400,"Scottie Pippen",SGC,5020888,1988,Fleer,20,Base,"SGC 7.5",,15.50
12950,1587014603482x642929121416446000,"Pete Alonso",PSA,50238839,2019,"Topps Chrome",204,Base,"PSA 9",Baseball,18.50
10851,,"Justin Herbert",SGC,5032717,2020,"Donruss Optic",153,"Holo Prizm","SGC 9.5",Football,
12411,1605744062669x993793722244661200,"Ozzie Albies",PSA,50370118,2018,"Topps Chrome",72,"Base - White Jersey","PSA 10",baseball,24.00
10869,,"Ronald Acuna Jr.",PSA,50410494,2018,"Topps Update",US250,"Blue Jersey","PSA 9","Baseball ",
13062,1603131759007x983834441130714500,"Kevin McHale",PSA,50475543,1981,Topps,75,East,"PSA 8",Basketball,32.00
13480,1587943748278x628353485856571400,"Dan Marino",PSA,50475550,1984,Topps,123,Base,"PSA 8",,70.00
10661,1644792273230x366399806552403650,"Dalvin Cook",PSA,50477301,2017,"Panini Donruss",343,Base,"PSA 10",Football,40.00
12858,1626882916973x113113377412218880,"Tiger Woods",SGC,5053111,2001,"Upper Deck ",1,Base,"SGC 8",Golf,15.50
10848,1585892029604x723586526067556400,"Zion Williamson",PSA,50567412,2019,"Panini Prizm",248,Base,"PSA 9","Basketball ",57.50
11132,1585892029604x723586526067556400,"Zion Williamson",PSA,50590657,2019,Prizm,248,Base,"PSA 9","Basketball ",57.50
12148,1618974225412x666027725935607800,"Michael Jordan",PSA,50642583,1988,Fleer,7,Base,"PSA 7",basketball,112.98
12836,1618974225412x666027725935607800,"Michael Jordan",PSA,50642585,1988,Fleer,7,Base,"PSA 5",Basketball,21.01
12837,1618974225412x666027725935607800,"Michael Jordan",PSA,50642586,1988,Fleer,7,Base,"PSA 5",Basketball,21.01
12145,1587765822525x926354810331463700,"Dennis Rodman",PSA,50642588,1988,Fleer,43,Base,"PSA 8",basketball,38.02
12828,1587765822525x926354810331463700,"Dennis Rodman",PSA,50642590,1988,Fleer,43,Base,"PSA 7",Basketball,32.01
12147,1649639079004x726132887710206500,"John Stockton",PSA,50642597,1988,Fleer,127,Base,"PSA 9",basketball,13.00
12146,1587397870119x446821943220633600,"John Stockton",PSA,50642600,1988,Fleer,115,Base,"PSA 8",basketball,29.25
12144,,"Michael Jordan",PSA,50642603,1988,Fleer,,21,"PSA 7",basketball,
12818,1603977312576x856742494007459800,"Michael Jordan",PSA,50642614,1987,Fleer,2,Base,"PSA 6",Basketball,555.00
12822,,"Akeem Olajuwan",PSA,50642616,1987,Fleer,80,base,"PSA 8",Basketball,
12823,,"Akeem Olajuwan",PSA,50642617,1987,Fleer,80,base,"PSA 8",Basketball,
12824,,"Akeem Olajuwan",PSA,50642618,1987,Fleer,80,base,"PSA 8",Basketball,
12821,,"Akeem Olajuwan",PSA,50642620,1987,Fleer,80,base,"PSA 8",Basketball,
12825,,"Akeem Olajuwan",PSA,50642621,1987,Fleer,80,base,"PSA 6",Basketball,
12826,,"Akeem Olajuwan",PSA,50642622,1987,Fleer,80,base,"PSA 6",Basketball,
12819,1603976098172x388781034377114700,"Charles Barkley",PSA,50642625,1987,Fleer,9,Base,"PSA 7",Basketball,15.50
12574,1620487683847x127057050082738180,"Frank Thomas",PSA,50642632,1990,Score,663,Base,"PSA 9",Baseball,12.06
12575,1620487683847x127057050082738180,"Frank Thomas",PSA,50642633,1990,Score,663,Base,"PSA 9",Baseball,12.06
12576,1620487683847x127057050082738180,"Frank Thomas",PSA,50642634,1990,Score,663,Base,"PSA 9",Baseball,12.06
12568,,"Frank Thomas",PSA,50642635,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12572,,"Frank Thomas",PSA,50642636,1990,Topps,414,"Name on Front","PSA 8",Baseball,
12573,,"Frank Thomas",PSA,50642637,1990,Topps,414,"Name on Front","PSA 7",Baseball,
12571,,"Frank Thomas",PSA,50642638,1990,Topps,414,"Name on Front","PSA 8",Baseball,
12570,,"Frank Thomas",PSA,50642639,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12569,,"Frank Thomas",PSA,50642640,1990,Topps,414,"Name on Front","PSA 9",Baseball,
12673,1649636091392x137217086304813060,"Michael Jordan",PSA,50642643,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12672,1649636091392x137217086304813060,"Michael Jordan",PSA,50642648,1994,"Fleer Procards",633,Base,"PSA 9",Baseball,35.00
12831,,"Kurt Warner/T.Horne",PSA,50642674,1999,Pacific,343,base,"PSA 7",Football,
12832,,"Kurt Warner/T.Horne",PSA,50642675,1999,Pacific,343,base,"PSA 7",Football,
12835,,"Kurt Warner/T.Horne",PSA,50642676,1999,Pacific,343,base,"PSA 7",Football,
12834,,"Kurt Warner/T.Horne",PSA,50642677,1999,Pacific,343,base,"PSA 7",Football,
12833,,"Kurt Warner/T.Horne",PSA,50642678,1999,Pacific,343,base,"PSA 7",Football,
12830,,"Kurt Warner/T.Horne",PSA,50642679,1999,Pacific,343,base,"PSA 8",Football,
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
12829,,"Kurt Warner/T.Horne",PSA,50642681,1999,Pacific,343,base,"PSA 8",Football,
12827,1587765822525x926354810331463700,"Dennis Rodman",PSA,50642689,1988,Fleer,43,Base,"PSA 7",Basketball,32.01
10821,,"Wander Franco",PSA,50678723,2019,"Bowman Mega Box",100,Chrome-Running,"PSA 10","Baseball ",
10822,,"Wander Franco",PSA,50678724,2019,"Bowman Mega Box",100,Chrome-Running,"PSA 10","Baseball ",
12559,1643296761519x487201214665326600,"Emmitt Smith",PSA,50792875,1990,"Topps Traded",27T,Base,"PSA 9",Football,76.00
11985,1649639079004x726132887710206500,"John Stockton",PSA,50792992,1988,Fleer,127,Base,"PSA 9",basketball,13.00
11109,1585877320490x939291489654014000,"Trae Young",PSA,50813349,2018,Prizm,78,Base,"PSA 10","Basketball ",3673.66
10513,1595091545213x368239762058772500,"Jaren Jackson ",SGC,5082517,2018,Prizm,66,Base,"SGC 9","Basketball ",16.10
11764,,"Ja Morant",PSA,50842990,2019,"Panini Optic",,168,"PSA 10",basketball,
11154,1646715317845x397722376882540860,"Dragonite Holo",PSA,50846946,1999,"Pokemon Fossil",4,"1st Edition","PSA 7",Pokemon,135.01
11694,,"Ronald Acuna",PSA,50894879,2017,"Bowman Draft",Chrome,BDC39,"PSA 10",baseball,
11237,1592491834422x527880762802307100,"Tyler Herro",PSA,50895031,2019,Prizm,259,Base,"PSA 10",Basketball,26.90
11725,1651196714354x285328358051676160,"Juan Soto",PSA,50899254,2019,"Topps Chrome",155,X-Fractor,"PSA 9",baseball,65.00
11761,,"Rhys Hoskins",PSA,50921929,2018,Finest,"Orange Refractor /25",75,"PSA 9",baseball,
12353,1621812010121x324750094987165700,"Jaromir Jagr",PSA,50973417,1990,"Upper Deck",356,Base,"PSA 8",Hockey,13.27
12352,1621812010121x324750094987165700,"Jaromir Jagr",PSA,50973425,1990,"Upper Deck",356,Base,"PSA 8",Hockey,13.27
12347,1621812010121x324750094987165700,"Jaromir Jagr",PSA,50973427,1990,"Upper Deck",356,Base,"PSA 8",Hockey,13.27
12349,1621812010121x324750094987165700,"Jaromir Jagr",PSA,50973430,1990,"Upper Deck",356,Base,"PSA 8",Hockey,13.27
12345,1621812010121x324750094987165700,"Jaromir Jagr",PSA,50973432,1990,"Upper Deck",356,Base,"PSA 8",Hockey,13.27
12346,1621812010121x324750094987165700,"Jaromir Jagr",PSA,50973438,1990,"Upper Deck",356,Base,"PSA 8",Hockey,13.27
12351,1621812010121x324750094987165700,"Jaromir Jagr",PSA,50973439,1990,"Upper Deck",356,Base,"PSA 8",Hockey,13.27
12348,1621812010121x324750094987165700,"Jaromir Jagr",PSA,50973442,1990,"Upper Deck",356,Base,"PSA 8",Hockey,13.27
12350,1621812010121x324750094987165700,"Jaromir Jagr",PSA,50973447,1990,"Upper Deck",356,Base,"PSA 8",Hockey,13.27
12354,1614664415150x823981795474931700,"Jaromir Jagr",PSA,50973462,1990,Score,428,Base,"PSA 8",Hockey,15.99
